#mm10.knownToEnsembl.name	mm10.knownToEnsembl.value	mm10.kgXref.geneSymbol	mm10.kgXref.refseq
uc008fod.1	ENSMUST00000067556	4930503L19Rik	NM_172967
uc008foe.1	ENSMUST00000067556	4930503L19Rik	
uc008fof.1	ENSMUST00000067556	4930503L19Rik	NM_172967
uc029tpu.1	ENSMUST00000067556	4930503L19Rik	
uc008foi.3	ENSMUST00000160713	Poli	NM_001289515
uc008foj.3	ENSMUST00000160713	Poli	NM_001136090
uc008fok.2	ENSMUST00000121674	Poli	NM_011972
uc012beq.2	ENSMUST00000160713	Poli	NM_001289516
uc008fol.1	ENSMUST00000043286	Poli	NM_011972
uc008fop.1	ENSMUST00000114943	Dcc	NM_007831
uc008foq.1	ENSMUST00000114943	Dcc	NM_007831
uc008for.1	ENSMUST00000114943	Dcc	
uc008fos.1	ENSMUST00000126030	Dcc	
uc012ber.1	ENSMUST00000025393	Smad4	
uc012bes.1	ENSMUST00000025393	Smad4	NM_008540
uc012bet.1	ENSMUST00000025393	Smad4	
uc008fou.1	ENSMUST00000025393	Smad4	NM_008540
uc008fov.1	ENSMUST00000025393	Smad4	NM_008540
uc008fow.1	ENSMUST00000041138	Elac1	NM_053255
uc008fox.1	ENSMUST00000025439	Me2	NM_145494
uc012beu.1	ENSMUST00000025439	Me2	
uc008foy.1	ENSMUST00000025439	Me2	
uc008fpa.2	ENSMUST00000162863	Mapk4	NM_001360936
uc008fpb.2	ENSMUST00000091851	Mapk4	NM_172632
uc008fpe.2	ENSMUST00000040188	Ska1	NM_025581
uc008fpf.2	ENSMUST00000177604	Ska1	NM_001164355
uc012bew.4	ENSMUST00000177604	Ska1	
uc008fpq.1	ENSMUST00000152951	1700120E14Rik	NR_045368
uc012bey.1	ENSMUST00000158064	Scarna17	NR_028560
uc008fpu.2	ENSMUST00000066532	Lipg	NM_010720
uc008fpv.2	ENSMUST00000066532	Lipg	NM_010720
uc008fqc.1	ENSMUST00000190465	2010010A06Rik	NR_045394
uc029tqb.1	ENSMUST00000186356	2010010A06Rik	NR_045393
uc056zgy.1	ENSMUST00000174338	AB904934	
uc008fqf.3	ENSMUST00000165559	Ctif	NM_201354
uc008fqg.3	ENSMUST00000165559	Ctif	NM_201354
uc008fqv.2	ENSMUST00000126153	Katnal2	NM_027721
uc008fqw.1	ENSMUST00000135029	Katnal2	
uc057bkv.1	ENSMUST00000126153	Katnal2	NM_027721
uc057bkw.1	ENSMUST00000126153	Katnal2	NM_027721
uc057bkx.1	ENSMUST00000126153	Katnal2	
uc057bky.1	ENSMUST00000126153	Katnal2	
uc008fqx.1	ENSMUST00000026486	Katnal2	NM_027721
uc008fqy.1	ENSMUST00000122984	Katnal2	NM_027721
uc008fra.1	ENSMUST00000154665	Katnal2	
uc008fqz.1	ENSMUST00000154665	Katnal2	NM_027721
uc008frj.2	ENSMUST00000026494	Rnf165	NM_001164504
uc008frm.2	ENSMUST00000182146	Rnf165	
uc008frp.1	ENSMUST00000074653	8030462N17Rik	NM_178670
uc008frn.1	ENSMUST00000074653	8030462N17Rik	NM_178670
uc008frq.1	ENSMUST00000074653	8030462N17Rik	NM_178670
uc008fro.1	ENSMUST00000074653	8030462N17Rik	
uc008frs.1	ENSMUST00000048192	Haus1	NM_146089
uc008frt.1	ENSMUST00000048192	Haus1	NM_146089
uc008frx.1	ENSMUST00000143732	F830208F22Rik	
uc008fsb.1	ENSMUST00000170760	Siglec15	NM_001101038
uc008fsd.2	ENSMUST00000091813	Slc14a1	NM_001171010
uc008fsc.2	ENSMUST00000091813	Slc14a1	NM_028122
uc008fse.1	ENSMUST00000091813	Slc14a1	NM_001171011
uc012bff.1	ENSMUST00000025434	Slc14a2	NM_001110273
uc008fsf.2	ENSMUST00000025434	Slc14a2	NM_001110273
uc012bfg.1	ENSMUST00000025434	Slc14a2	
uc012bfh.1	ENSMUST00000163367	Slc14a2	NM_001110274
uc008fsg.2	ENSMUST00000025434	Slc14a2	NM_207651
uc008fsh.2	ENSMUST00000025434	Slc14a2	NM_030683
uc008fsi.2	ENSMUST00000025430	Setbp1	NM_053099
uc008fsk.1	ENSMUST00000066743	Adnp2	NM_175028
uc008fsm.1	ENSMUST00000025462	Rbfa	NM_199197
uc008fss.3	ENSMUST00000166219	Hsbp1l1	NM_001136181
uc012bfj.1	ENSMUST00000077962	Kcng2	NM_001190373
uc008ftb.1	ENSMUST00000036229	Ctdp1	NM_026295
uc012bfk.1	ENSMUST00000167977	Nfatc1	NM_001164112
uc012bfl.1	ENSMUST00000167977	Nfatc1	NM_001164111
uc008ftf.2	ENSMUST00000035800	Nfatc1	NM_016791
uc012bfm.1	ENSMUST00000170905	Nfatc1	NM_001164110
uc008fte.2	ENSMUST00000078049	Nfatc1	NM_198429
uc008ftg.2	ENSMUST00000035800	Nfatc1	NM_001164109
uc008fti.2	ENSMUST00000091790	Atp9b	NM_001201569
uc008fth.2	ENSMUST00000091790	Atp9b	NM_015805
uc008ftj.2	ENSMUST00000091790	Atp9b	
uc008ftk.1	ENSMUST00000091790	Atp9b	
uc008ftl.3	ENSMUST00000057950	Sall3	NM_178280
uc008ftm.2	ENSMUST00000057950	Sall3	NM_178280
uc008ftn.2	ENSMUST00000057950	Sall3	NM_178280
uc029tqg.1	ENSMUST00000175295	Mir5127	NR_039589
uc008ftq.1	ENSMUST00000065224	Galr1	NM_008082
uc008fua.2	ENSMUST00000171071	Zfp236	
uc008fub.2	ENSMUST00000171071	Zfp236	NM_177832
uc012bfo.1	ENSMUST00000171071	Zfp236	NM_177832
uc012bfp.1	ENSMUST00000171071	Zfp236	NM_177832
uc029tqj.1	ENSMUST00000188435	2210420H20Rik	NR_045389
uc008fuj.1	ENSMUST00000185460	AK007073	
uc008ful.1	ENSMUST00000060303	Tshz1	NM_001081300
uc008fum.1	ENSMUST00000060303	Tshz1	NM_001081300
uc008fup.1	ENSMUST00000143597	Zfp407	
uc008fuo.3	ENSMUST00000125763	Zfp407	NM_001033341
uc008fur.2	ENSMUST00000070139	Cndp1	NM_177450
uc008fus.2	ENSMUST00000145981	Cndp1	NM_177450
uc008fut.2	ENSMUST00000168419	Cndp2	NM_001289531
uc008fuu.2	ENSMUST00000025546	Cndp2	NM_023149
uc008fuy.1	ENSMUST00000025547	Timm21	NM_025969
uc008fve.1	ENSMUST00000136173	Socs6	
uc008fvf.1	ENSMUST00000070116	Socs6	NM_018821
uc008fvg.1	ENSMUST00000070116	Socs6	NM_018821
uc008fvh.1	ENSMUST00000070116	Socs6	NM_018821
uc008fvs.1	ENSMUST00000160328	Dok6	NM_001039173
uc008fvr.1	ENSMUST00000097495	Dok6	NM_001039173
uc057atw.1	ENSMUST00000185226	1700020D14Rik	NR_126545
uc009uyw.1	ENSMUST00000115894	Uba1y	NM_001357043
uc009uyx.1	ENSMUST00000115894	Uba1y	NM_001357043
uc009uyy.1	ENSMUST00000189069	Kdm5d	NM_011419
uc009uyz.1	ENSMUST00000055032	Kdm5d	NM_011419
uc009uza.1	ENSMUST00000186726	Kdm5d	
uc009uzb.1	ENSMUST00000055032	Kdm5d	NM_011419
uc009uzc.1	ENSMUST00000186726	Kdm5d	
uc009uzd.3	ENSMUST00000091197	Eif2s3y	NM_001357094
uc012hru.1	ENSMUST00000163651	H2al2b	NM_001177569
uc009uzq.2	ENSMUST00000100360	Rbmy	NM_011253
uc012hry.2	ENSMUST00000171534	Rbmy	NM_001166384
uc009uzr.3	ENSMUST00000189964	Gm10256	NM_001270510
uc009uzs.2	ENSMUST00000188114	Gm10352	NM_001270511
uc009uzt.2	ENSMUST00000187842	Rbmy	NM_001270511
uc012hrz.1	ENSMUST00000187842	Rbmy	NM_001270511
uc012hsd.2	ENSMUST00000186140	Gm3376	NM_001270512
uc029xoy.1	ENSMUST00000186140	Rbmy	NM_001270512
uc029xoz.1	ENSMUST00000189723	FJ541103	
uc029xpa.1	ENSMUST00000189723	FJ541110	
uc029xpb.1	ENSMUST00000189723	FJ541117	
uc029xpc.1	ENSMUST00000189723	FJ541111	
uc029xpd.1	ENSMUST00000189723	FJ541108	
uc029xpe.1	ENSMUST00000189723	FJ541122	
uc029xpf.1	ENSMUST00000189723	FJ541106	
uc029xpg.1	ENSMUST00000189723	FJ541115	
uc029xph.1	ENSMUST00000189723	FJ541116	
uc029xpi.1	ENSMUST00000189723	FJ541118	
uc029xpj.1	ENSMUST00000189723	FJ541132	
uc029xpk.1	ENSMUST00000189723	DQ907162	
uc029xpl.1	ENSMUST00000189723	FJ541144	
uc029xpm.1	ENSMUST00000189723	FJ541148	
uc029xpn.1	ENSMUST00000189723	FJ541127	
uc029xpo.1	ENSMUST00000189723	FJ541124	
uc029xpp.1	ENSMUST00000189723	FJ541121	
uc029xpq.1	ENSMUST00000189723	FJ541158	
uc029xpr.1	ENSMUST00000189723	FJ541133	
uc029xps.1	ENSMUST00000189723	FJ541119	
uc029xpt.1	ENSMUST00000189723	FJ541123	
uc029xpu.1	ENSMUST00000189723	FJ541162	
uc029xpv.1	ENSMUST00000189723	FJ541112	
uc029xpw.1	ENSMUST00000189723	FJ541155	
uc029xpx.1	ENSMUST00000189723	FJ541145	
uc029xpy.1	ENSMUST00000189723	FJ541147	
uc029xpz.1	ENSMUST00000189723	FJ541146	
uc029xqa.1	ENSMUST00000189723	FJ541135	
uc029xqb.1	ENSMUST00000189723	FJ541128	
uc029xqc.1	ENSMUST00000189723	FJ541168	
uc029xqd.1	ENSMUST00000189723	FJ541150	
uc029xqe.1	ENSMUST00000189723	FJ541151	
uc029xqf.1	ENSMUST00000189723	FJ541107	
uc029xqg.1	ENSMUST00000189723	FJ541130	
uc029xqh.1	ENSMUST00000189723	FJ541163	
uc029xqi.1	ENSMUST00000189723	FJ541140	
uc029xqj.1	ENSMUST00000189723	FJ541129	
uc029xqk.1	ENSMUST00000189723	FJ541109	
uc029xql.1	ENSMUST00000189723	FJ541137	
uc029xqm.1	ENSMUST00000189723	FJ541169	
uc029xqn.1	ENSMUST00000189723	FJ541138	
uc029xqo.1	ENSMUST00000189723	FJ541156	
uc029xqp.1	ENSMUST00000189723	FJ541125	
uc029xqq.1	ENSMUST00000189723	FJ541104	
uc029xqr.1	ENSMUST00000189723	FJ541157	
uc029xqs.1	ENSMUST00000189723	FJ541154	
uc029xqt.1	ENSMUST00000189723	FJ541159	
uc029xqu.1	ENSMUST00000189723	FJ541153	
uc029xqv.1	ENSMUST00000189723	FJ541160	
uc029xqw.1	ENSMUST00000189723	FJ541152	
uc029xqx.1	ENSMUST00000189723	FJ541143	
uc029xqy.1	ENSMUST00000189723	FJ541131	
uc029xqz.1	ENSMUST00000189723	FJ541134	
uc029xra.1	ENSMUST00000189723	FJ541164	
uc029xrb.1	ENSMUST00000189723	FJ541105	
uc029xrc.1	ENSMUST00000189723	FJ541136	
uc029xrd.1	ENSMUST00000189723	FJ541166	
uc029xre.1	ENSMUST00000189723	FJ541165	
uc029xrf.1	ENSMUST00000189723	FJ541173	
uc029xrg.1	ENSMUST00000189723	FJ541161	
uc029xrh.1	ENSMUST00000189723	FJ541170	
uc029xri.1	ENSMUST00000189723	FJ541171	
uc029xrj.1	ENSMUST00000189723	FJ541139	
uc029xrk.1	ENSMUST00000189723	FJ541175	
uc029xrl.1	ENSMUST00000189723	FJ541167	
uc029xrm.1	ENSMUST00000189723	FJ541113	
uc029xrn.1	ENSMUST00000189723	FJ541172	
uc029xro.1	ENSMUST00000189723	FJ541141	
uc029xrp.1	ENSMUST00000189723	FJ541174	
uc029xrq.1	ENSMUST00000189723	FJ541178	
uc029xrr.1	ENSMUST00000189723	FJ541126	
uc029xrs.1	ENSMUST00000189723	FJ541179	
uc029xrt.1	ENSMUST00000189723	FJ541177	
uc029xru.1	ENSMUST00000189723	FJ541180	
uc029xrv.1	ENSMUST00000189723	FJ541181	
uc029xrw.1	ENSMUST00000189723	FJ541114	
uc029xrx.1	ENSMUST00000189723	FJ541120	
uc029xry.1	ENSMUST00000189723	FJ541149	
uc012hsj.1	ENSMUST00000179772	Gm21379	NM_001293057
uc029xrz.2	ENSMUST00000192749	Gm20831	NM_001103152
uc009vft.1	ENSMUST00000193134	AK006653	
uc029xsc.1	ENSMUST00000100105	Gm20877	NM_001199332
uc029xsd.1	ENSMUST00000179408	Gm21379	NM_028970
uc009vfw.2	ENSMUST00000194411	Gm20831	NM_001103152
uc057mcv.1	ENSMUST00000180056	Ssty1	NM_009220
uc057mcu.1	ENSMUST00000186035	Ssty1	NM_009220
uc029xsf.1	ENSMUST00000193716	FJ541078	
uc029xsg.1	ENSMUST00000191995	FJ541082	
uc029xsh.1	ENSMUST00000191995	FJ541087	
uc029xsi.1	ENSMUST00000191995	FJ541075	
uc029xsj.1	ENSMUST00000191995	FJ541091	
uc029xsk.1	ENSMUST00000191995	FJ541085	
uc029xsn.2	ENSMUST00000179095	Gm20865	NM_001160141
uc029xsu.2	ENSMUST00000179663	Gm20809	NM_001160137
uc009vhs.1	ENSMUST00000188421	DQ874391	
uc029xux.1	ENSMUST00000188443	DQ874391	
uc029xuy.1	ENSMUST00000178112	Sly 	
uc009vfl.1	ENSMUST00000186892	DQ874391	
uc009vhp.1	ENSMUST00000185427	DQ874391	
uc029xxn.1	ENSMUST00000187728	DQ874391	
uc029xxt.2	ENSMUST00000177666	Gm20738	NM_207162
uc057mcz.1	ENSMUST00000179551	Gm20871	
uc029xza.1	ENSMUST00000190521	DQ874391	
uc029xzb.1	ENSMUST00000188795	FJ541075	
uc029xzd.1	ENSMUST00000188881	FJ541078	
uc029xze.1	ENSMUST00000188881	FJ541082	
uc029xzf.1	ENSMUST00000179672	FJ541096	
uc029yaa.1	ENSMUST00000188881	AK077064	
uc029xzg.1	ENSMUST00000188881	FJ541087	
uc029xzh.1	ENSMUST00000188881	FJ541094	
uc029xzi.1	ENSMUST00000188881	FJ541084	
uc029xzj.4	ENSMUST00000188881	FJ541100	
uc029xzk.1	ENSMUST00000188881	FJ541080	
uc029xzl.1	ENSMUST00000188881	FJ541099	
uc029xzm.1	ENSMUST00000188881	FJ541090	
uc029xzn.1	ENSMUST00000188881	FJ541102	
uc029xzo.1	ENSMUST00000179672	FJ541091	
uc029xzp.1	ENSMUST00000188881	FJ541076	
uc029xzq.1	ENSMUST00000188881	FJ541075	
uc029xzr.1	ENSMUST00000188881	FJ541085	
uc029xzs.1	ENSMUST00000188881	FJ541086	
uc029xzt.1	ENSMUST00000188881	FJ541089	
uc029xzu.1	ENSMUST00000188881	Gm21739 	
uc029xzv.1	ENSMUST00000188881	FJ541092	
uc029xzw.1	ENSMUST00000188881	FJ541088	
uc029xzx.1	ENSMUST00000188881	FJ541081	
uc029xzy.1	ENSMUST00000188881	FJ541098	
uc029xzz.1	ENSMUST00000188881	Gm20837 	
uc029yad.1	ENSMUST00000189765	FJ541078	
uc029yae.1	ENSMUST00000189765	FJ541082	
uc029yaf.1	ENSMUST00000189765	FJ541096	
uc029yag.1	ENSMUST00000189765	FJ541087	
uc029yah.1	ENSMUST00000189765	FJ541094	
uc029yai.1	ENSMUST00000189765	FJ541084	
uc029yaj.4	ENSMUST00000189765	FJ541100	
uc029yak.1	ENSMUST00000189765	FJ541080	
uc029yal.1	ENSMUST00000189765	FJ541099	
uc029yam.1	ENSMUST00000189765	FJ541090	
uc029yan.1	ENSMUST00000189765	FJ541102	
uc029yao.1	ENSMUST00000189765	FJ541091	
uc029yap.1	ENSMUST00000189765	FJ541076	
uc029yaq.1	ENSMUST00000189765	FJ541075	
uc029yar.1	ENSMUST00000189765	FJ541085	
uc029yas.1	ENSMUST00000189765	FJ541086	
uc029yat.1	ENSMUST00000189765	FJ541089	
uc029yau.1	ENSMUST00000189765	Gm21739 	
uc029yav.1	ENSMUST00000189765	FJ541092	
uc029yaw.1	ENSMUST00000189765	FJ541088	
uc029yax.1	ENSMUST00000189765	FJ541081	
uc029yay.1	ENSMUST00000189765	FJ541098	
uc029yaz.1	ENSMUST00000189765	Gm20837 	
uc009vfz.1	ENSMUST00000185245	Gm20736	NM_001037748
uc009vgb.2	ENSMUST00000191553	Gm20736	NM_001037748
uc009vhc.1	ENSMUST00000186578	Gm20736	NM_201530
uc009vhb.2	ENSMUST00000186578	Gm20736	NM_001037748
uc029ybi.1	ENSMUST00000179631	LOC380994	
uc009vha.2	ENSMUST00000187293	Sly	NM_201530
uc029ybj.1	ENSMUST00000185713	Gm20736	NM_001037748
uc029ybm.1	ENSMUST00000178213	LOC380994	
uc029ybn.2	ENSMUST00000190292	Sly	NM_201530
uc029ybp.1	ENSMUST00000179024	Sly 	
uc029ycn.1	ENSMUST00000179336	FJ541075	
uc029ycp.1	ENSMUST00000189333	FJ541078	
uc029ycq.1	ENSMUST00000189333	FJ541082	
uc029ycr.1	ENSMUST00000178751	FJ541096	
uc029ycs.1	ENSMUST00000189333	FJ541087	
uc029yct.1	ENSMUST00000189333	FJ541094	
uc029ycu.1	ENSMUST00000189333	FJ541084	
uc029ycv.4	ENSMUST00000189333	FJ541100	
uc029ycw.1	ENSMUST00000189333	FJ541080	
uc029ycx.1	ENSMUST00000189333	FJ541099	
uc029ycy.1	ENSMUST00000189333	FJ541090	
uc029ycz.1	ENSMUST00000189333	FJ541102	
uc029yda.1	ENSMUST00000178751	FJ541091	
uc029ydb.1	ENSMUST00000189333	FJ541076	
uc029ydc.1	ENSMUST00000189333	FJ541075	
uc029ydd.1	ENSMUST00000189333	FJ541085	
uc029yde.1	ENSMUST00000189333	FJ541086	
uc029ydf.1	ENSMUST00000189333	FJ541089	
uc029ydg.1	ENSMUST00000189333	Gm21739 	
uc029ydh.1	ENSMUST00000189333	FJ541092	
uc029ydi.1	ENSMUST00000189333	FJ541088	
uc029ydj.1	ENSMUST00000189333	FJ541081	
uc029ydk.1	ENSMUST00000189333	FJ541098	
uc029ydl.1	ENSMUST00000189333	Gm20837 	
uc029ydo.1	ENSMUST00000188244	FJ541078	
uc029ydp.1	ENSMUST00000188244	FJ541082	
uc029ydq.1	ENSMUST00000188244	FJ541096	
uc029ydr.1	ENSMUST00000188244	FJ541087	
uc029yds.1	ENSMUST00000188244	FJ541094	
uc029ydt.1	ENSMUST00000188244	FJ541084	
uc029ydu.4	ENSMUST00000188244	FJ541100	
uc029ydv.1	ENSMUST00000188244	FJ541080	
uc029ydw.1	ENSMUST00000188244	FJ541099	
uc029ydx.1	ENSMUST00000188244	FJ541090	
uc029ydy.1	ENSMUST00000188244	FJ541102	
uc029ydz.1	ENSMUST00000188244	FJ541091	
uc029yea.1	ENSMUST00000188244	FJ541076	
uc029yeb.1	ENSMUST00000188244	FJ541075	
uc029yec.1	ENSMUST00000188244	FJ541085	
uc029yed.1	ENSMUST00000188244	FJ541086	
uc029yee.1	ENSMUST00000188244	FJ541089	
uc029yef.1	ENSMUST00000188244	Gm21739 	
uc029yeg.1	ENSMUST00000188244	FJ541092	
uc029yeh.1	ENSMUST00000188244	FJ541088	
uc029yei.1	ENSMUST00000188244	FJ541081	
uc029yej.1	ENSMUST00000188244	FJ541098	
uc029yek.1	ENSMUST00000188244	Gm20837 	
uc029yen.1	ENSMUST00000187768	Gm20736	NM_001037748
uc029yes.2	ENSMUST00000190282	Gm20736	NM_001037748
uc057mdf.1	ENSMUST00000177765	Gm20816	NM_001160144
uc029yey.1	ENSMUST00000187846	Gm20816	NM_001160144
uc029yfe.1	ENSMUST00000189198	Gm20736	NM_001037748
uc029yfh.1	ENSMUST00000188958	Gm20736	NM_201530
uc029yfg.2	ENSMUST00000188958	Gm20736	NM_001037748
uc029yfi.1	ENSMUST00000189315	Gm20736	NM_001037748
uc029yfs.1	ENSMUST00000189346	Gm20736	NM_201530
uc029yfu.1	ENSMUST00000188672	Gm20736	NM_201530
uc029yft.2	ENSMUST00000188672	Gm20736	NM_001037748
uc029yfv.1	ENSMUST00000189238	Gm20736	NM_001037748
uc029yfx.1	ENSMUST00000179473	FJ541091	
uc029ygd.1	ENSMUST00000185338	Gm20736	NM_201530
uc029ygc.2	ENSMUST00000185338	Gm20736	NM_001037748
uc029ygk.1	ENSMUST00000185636	Gm20736	NM_201530
uc029ygj.2	ENSMUST00000185636	Gm20736	NM_001037748
uc029ygm.1	ENSMUST00000185776	Sly	NM_201530
uc029ygn.1	ENSMUST00000189543	Sly	NM_201530
uc009vic.1	ENSMUST00000186493	Gm20736	NM_001037748
uc029ygp.1	ENSMUST00000187146	Gm20736	NM_001037748
uc029ygq.1	ENSMUST00000186443	LOC380994	
uc029ygw.1	ENSMUST00000167967	Mid1	
uc029ygx.1	ENSMUST00000167967	Mid1	
uc029ygy.1	ENSMUST00000167967	Mid1	
uc029ygz.1	ENSMUST00000167967	Mid1	
uc029yha.1	ENSMUST00000167967	Mid1	
uc029yhb.1	ENSMUST00000167967	Mid1	
uc029yhc.1	ENSMUST00000177591	Erdr1	NM_133362
uc029yhe.1	ENSMUST00000177591	Erdr1	
uc029yhf.1	ENSMUST00000179077	Erdr1	
uc029yhg.1	ENSMUST00000189352	Mid1	
uc029yhh.1	ENSMUST00000189352	Mid1	
uc029yhi.1	ENSMUST00000189352	Mid1	
uc029yhj.1	ENSMUST00000189352	Mid1	
uc029yhk.1	ENSMUST00000189352	Mid1	
uc029yhl.1	ENSMUST00000189352	Mid1	
uc057atx.1	ENSMUST00000186209	1700020D14Rik	NR_126546
uc009uyu.1	ENSMUST00000189146	Uba1y	NM_001357043
uc009uyv.2	ENSMUST00000065545	Zfy1	NM_009570
uc009uze.1	ENSMUST00000172304	Tspy-ps	NR_027507
uc009uzh.1	ENSMUST00000069309	Uty	NM_001326683
uc009uzi.1	ENSMUST00000143958	Uty	
uc009uzj.1	ENSMUST00000143958	Uty	NM_009484
uc009uzg.2	ENSMUST00000069309	Uty	NM_001326682
uc057mcp.1	ENSMUST00000069309	Uty	NM_001326683
uc009uzf.2	ENSMUST00000069309	Uty	NM_009484
uc012hrt.2	ENSMUST00000157073	Uty	
uc009uzm.2	ENSMUST00000091190	Ddx3y	NM_012008
uc009uzn.2	ENSMUST00000091190	Ddx3y	
uc009uzo.1	ENSMUST00000091188	Usp9y	NM_148943
uc009uzp.1	ENSMUST00000115891	Zfy2	NM_009571
uc012hrv.1	ENSMUST00000091178	Sry	NM_011564
uc012hrw.1	ENSMUST00000187660	H2al2b	NM_001113395
uc012hrx.2	ENSMUST00000187482	Gm4064	NM_001270518
uc029xor.2	ENSMUST00000187482	Gm4064	NM_001270518
uc029xot.1	ENSMUST00000189592	Rbmy	NM_001270513
uc029xos.1	ENSMUST00000189592	Rbmy	NM_011253
uc033jvq.1	ENSMUST00000186047	Gm21693	NM_001270514
uc029xou.2	ENSMUST00000186047	Gm21693	NM_001270514
uc033jvr.1	ENSMUST00000187277	Gm21677	NM_001270515
uc029xov.2	ENSMUST00000187277	Gm21677	NM_011253
uc029xox.1	ENSMUST00000188091	Rbmy	NM_001270516
uc029xow.1	ENSMUST00000190283	Rbmy	NM_011253
uc057mcq.1	ENSMUST00000179256	Gm20826	NM_001101623
uc012hti.1	ENSMUST00000115496	Gm20815	NM_001017394
uc012hsg.1	ENSMUST00000165756	Gm20822	NM_001199331
uc029xsl.1	ENSMUST00000191675	Gm20736	NM_001037748
uc029xsq.1	ENSMUST00000192892	Gm20736	NM_201530
uc029xsp.2	ENSMUST00000192892	Gm20736	NM_001037748
uc029xsx.2	ENSMUST00000194766	Gm20857	NR_038297
uc029xsz.2	ENSMUST00000195459	Gm20857	NR_038298
uc029xte.1	ENSMUST00000188864	Gm20736	NM_001037748
uc029xtf.1	ENSMUST00000180373	Gm20837 	
uc029xtg.1	ENSMUST00000180373	FJ541076	
uc029xth.1	ENSMUST00000180373	FJ541099	
uc029xti.1	ENSMUST00000180373	Gm21739 	
uc029xtj.1	ENSMUST00000180373	FJ541080	
uc029xtk.1	ENSMUST00000180373	FJ541090	
uc029xtl.1	ENSMUST00000180373	FJ541102	
uc029xtm.4	ENSMUST00000180373	FJ541100	
uc029xtn.1	ENSMUST00000180373	FJ541084	
uc029xto.1	ENSMUST00000180373	FJ541086	
uc029xtp.1	ENSMUST00000180373	FJ541091	
uc029xtq.1	ENSMUST00000180373	FJ541075	
uc029xtr.1	ENSMUST00000180373	FJ541085	
uc029xts.1	ENSMUST00000180373	FJ541087	
uc029xtt.1	ENSMUST00000180373	FJ541092	
uc029xtu.1	ENSMUST00000180373	FJ541088	
uc029xtv.1	ENSMUST00000180373	FJ541089	
uc029xtw.1	ENSMUST00000180373	FJ541094	
uc029xtx.1	ENSMUST00000180373	FJ541081	
uc029xty.1	ENSMUST00000180373	FJ541098	
uc029xtz.1	ENSMUST00000180373	FJ541097	
uc029xua.1	ENSMUST00000180373	FJ541082	
uc029xuc.1	ENSMUST00000185667	Gm20837 	
uc029xud.1	ENSMUST00000185667	FJ541076	
uc029xue.1	ENSMUST00000185667	FJ541099	
uc029xuf.1	ENSMUST00000185667	Gm28490 	
uc029xug.1	ENSMUST00000185667	FJ541080	
uc029xuh.1	ENSMUST00000185667	FJ541090	
uc029xui.1	ENSMUST00000185667	FJ541102	
uc029xuj.1	ENSMUST00000185667	FJ541084	
uc029xuk.4	ENSMUST00000185667	FJ541100	
uc029xul.1	ENSMUST00000185667	FJ541086	
uc029xum.1	ENSMUST00000185667	FJ541075	
uc029xun.1	ENSMUST00000185667	FJ541085	
uc029xuo.1	ENSMUST00000185667	FJ541087	
uc029xup.1	ENSMUST00000185667	FJ541092	
uc029xuq.1	ENSMUST00000185667	FJ541088	
uc029xur.1	ENSMUST00000185667	FJ541089	
uc029xus.1	ENSMUST00000185667	FJ541081	
uc029xut.1	ENSMUST00000185667	FJ541094	
uc029xuu.1	ENSMUST00000185667	FJ541098	
uc029xuv.1	ENSMUST00000185667	FJ541082	
uc029xuw.1	ENSMUST00000185667	FJ541097	
uc029xvs.1	ENSMUST00000190946	AK077064	
uc029xuz.1	ENSMUST00000190946	Gm20837 	
uc029xva.1	ENSMUST00000190946	FJ541076	
uc029xvb.1	ENSMUST00000190946	FJ541099	
uc029xvc.1	ENSMUST00000190946	Gm28490 	
uc029xvd.1	ENSMUST00000190946	FJ541080	
uc029xve.1	ENSMUST00000190946	FJ541090	
uc029xvf.1	ENSMUST00000190946	FJ541102	
uc029xvg.1	ENSMUST00000190946	FJ541084	
uc029xvh.4	ENSMUST00000190946	FJ541100	
uc029xvi.1	ENSMUST00000190946	FJ541086	
uc029xvj.1	ENSMUST00000190946	FJ541075	
uc029xvk.1	ENSMUST00000190946	FJ541085	
uc029xvl.1	ENSMUST00000190946	FJ541087	
uc029xvm.1	ENSMUST00000190946	FJ541092	
uc029xvn.1	ENSMUST00000190946	FJ541088	
uc029xvo.1	ENSMUST00000190946	FJ541089	
uc029xvp.1	ENSMUST00000190946	FJ541081	
uc029xvq.1	ENSMUST00000190946	FJ541094	
uc029xvr.1	ENSMUST00000190946	FJ541098	
uc029xvt.1	ENSMUST00000190946	FJ541082	
uc029xvu.1	ENSMUST00000179076	FJ541097	
uc029xvv.1	ENSMUST00000189577	Gm20837 	
uc029xvw.1	ENSMUST00000189577	FJ541076	
uc029xvx.1	ENSMUST00000189577	Gm21739 	
uc029xvy.1	ENSMUST00000189577	FJ541099	
uc029xvz.1	ENSMUST00000189577	FJ541080	
uc029xwa.1	ENSMUST00000189577	FJ541090	
uc029xwb.1	ENSMUST00000189577	FJ541102	
uc029xwc.1	ENSMUST00000189577	FJ541084	
uc029xwd.4	ENSMUST00000189577	FJ541100	
uc029xwe.1	ENSMUST00000189577	FJ541086	
uc029xwf.1	ENSMUST00000189577	FJ541075	
uc029xwg.1	ENSMUST00000189577	FJ541085	
uc029xwh.1	ENSMUST00000189577	FJ541087	
uc029xwi.1	ENSMUST00000189577	FJ541092	
uc029xwj.1	ENSMUST00000189577	FJ541088	
